"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g1000",28.1152764782745,6.06304142390325,1.78604496080477,3.39467457816477,0.000687102178566286,0.00319827612529576
"g1002",486.178866429616,-1.68467915731831,0.702075961270118,-2.39956820950054,0.0164144213636255,0.0453956647313694
"g101",19.0673244362829,6.28626914559082,2.2549883213615,2.78771694116595,0.00530809007491818,0.0179901749280281
"g1015",722.230451736341,-2.07921425163547,0.38238120026906,-5.43754308572818,5.4020289881266e-08,7.56284058337724e-07
"g1018",707.809639461029,-1.28792893629613,0.369295864140676,-3.48752602278133,0.000487511478747343,0.00240452816075925
"g1021",185.003858212668,10.7039523571179,1.88455447678959,5.67983175278248,1.34827299540539e-08,2.1153938376188e-07
"g1024",11.885093350426,8.46266199531657,3.12989199171037,2.70381917897814,0.00685475796365493,0.0223178166258532
"g1026",738.335647971523,-1.74600529405637,0.391892192938888,-4.45532043127138,8.37679849665965e-06,7.1914024829814e-05
"g1027",108.118845713366,-2.62767743654012,0.507872572105689,-5.17389120984721,2.29268347335118e-07,2.85800268595832e-06
"g1028",430.308731469523,-2.37550890655592,0.615202328082186,-3.8613457688973,0.000112764185971106,0.000693347359687203
"g1031",323.039702546053,1.17042679639015,0.29593323700458,3.95503664352523,7.65229221671686e-05,0.000502785986802335
"g1035",99.4141331959987,10.990850513216,2.35038845564897,4.67618469057759,2.92261410035815e-06,2.84446933831649e-05
"g104",70.4038958071497,2.06500907737397,0.833575220018941,2.47729182415841,0.013238361128556,0.0380028663311861
"g105",59.5222939560848,3.18920820582857,0.746201164860898,4.27392552573016,1.92061210289208e-05,0.000152642533941642
"g1059",26.4999341788808,8.85572438060511,2.99753382002511,2.9543367689279,0.00313341865523011,0.011544173992953
"g106",347.802081881063,-2.69381554713597,0.70849690676329,-3.80215569245383,0.000143442534586241,0.000861602022927255
"g1061",599.066300854915,4.46160554371851,0.668629684663028,6.67276019306119,2.51036421784512e-11,6.81919832310166e-10
"g1062",7325.01714691172,-2.27019967031026,0.806839387739727,-2.81369465200501,0.00489757248894517,0.0168180791129815
"g1075",170.374807572348,2.17525088461976,0.397655465003095,5.47018984035044,4.49553784028193e-08,6.49355465818502e-07
"g108",2140.36852725466,1.24441861847242,0.391956243183258,3.17489168782189,0.00149892439933479,0.0062858119972104
"g1088",10.6937126576437,7.49575803088102,2.96185462479678,2.53076500383449,0.0113814072858381,0.0335723845384527
"g1092",1434.0759668877,1.33362158189484,0.39300399026808,3.39340468524286,0.00069029576546843,0.00320494462538914
"g1093",62.5342662807333,7.3870993494486,1.79510390748491,4.11513746844803,3.86948730892234e-05,0.000279462972311058
"g1095",165.789780656863,-4.06588951885999,0.636214558473297,-6.39075208938439,1.65071822181888e-10,3.70902118976588e-09
"g1104",142.533320482818,10.1631029735817,1.93127444076379,5.26238154405563,1.42201281265496e-07,1.88909731316206e-06
"g1106",8.74348175248186,-4.87523323694994,1.78981060177668,-2.72388219854687,0.00645195150624098,0.0213113461730646
"g111",36.9679853333067,4.64207136863941,1.93495426740522,2.39905999166815,0.0164372214604244,0.0453956647313694
"g112",670.639884223199,-2.03723979691291,0.524114764223789,-3.8870108914601,0.000101486202238076,0.000636913407149306
"g1126",1139.7384377547,-1.08040724621885,0.429539856592871,-2.51526658035576,0.0118942409700194,0.034803084510346
"g1127",71.0910398532532,5.37798314184809,1.60591806071982,3.34885276739307,0.00081146904998455,0.0036646989354141
"g1129",314.961256446286,-2.6285950824164,0.64101809811777,-4.10065658073427,4.11979564934333e-05,0.000294040316933524
"g113",2058.52255611493,-3.19906677245555,0.884848106174901,-3.61538522841481,0.000299901321564015,0.00163910031605558
"g114",128.708653974947,9.04056893250855,1.48689728975791,6.08015697841545,1.20064943926484e-09,2.34965804243226e-08
"g1147",212.214629575825,-2.68765570934182,0.660204574270745,-4.07094378634165,4.68230485068803e-05,0.000322795258645917
"g1156",131.457858190298,-6.95065773691421,1.3444999654909,-5.1696972222505,2.34473569290995e-07,2.90300609598375e-06
"g116",84.0900411513201,-1.96162519587106,0.544667573081138,-3.60150905399841,0.000316375402252804,0.00170355985828433
"g1160",11.2705772671606,7.53340149566303,3.16386871560492,2.38107272229931,0.0172623037341263,0.046961723163094
"g118",156.811971678912,9.98646172457766,2.09207869634142,4.77346370480315,1.8108419638442e-06,1.86199569163641e-05
"g1181",642.042138379423,-1.03966894938658,0.382937093693306,-2.71498626408664,0.00662785193953365,0.0217569342399387
"g1182",228.444884991709,-1.98054119978481,0.543862417282401,-3.64162173529341,0.000270925958971528,0.00151253142738706
"g1184",169.16912262657,-2.41067646607394,0.91343983516653,-2.63911904568345,0.008312178631187,0.0258877437311612
"g1186",8784.06104020642,-6.75730270784914,0.676696146578535,-9.98572659533375,1.76006798822353e-23,1.62509633101145e-21
"g1193",105.530434509562,4.13063820298106,1.13642035738524,3.63478019039111,0.000278217742985675,0.00154815802439777
"g1198",34.2717775967797,1.89230044924433,0.682826772525635,2.77127453899487,0.00558373261942415,0.0188192469765777
"g1200",8.0197920188907,6.34474365837614,2.51665162892965,2.52110525964001,0.0116986851289645,0.0343413015076055
"g1211",9.17010936760815,-7.39879971923138,2.21550803589291,-3.33954993589065,0.000839142628782134,0.00376167385316129
